yard_code,yard_zone,process_code,process_zone,process_type,yard_lat,yard_lon,process_lat,process_lon,l2_distance_m,baseline_travel_time_min
2dock-s-no-1,2dock,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.873000,128.702100,34.866400,128.708700,949.3,3.8
2dock-s-no-1,2dock,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.873000,128.702100,34.868700,128.706900,648.4,2.59
2dock-s-no-1,2dock,e4-p-no-1,E4,도장공장,34.873000,128.702100,34.877900,128.719500,1678.3,6.71
2dock-s-no-1,2dock,e4-p-no-2,E4,도장공장,34.873000,128.702100,34.878200,128.720000,1732.3,6.93
2dock-s-no-1,2dock,e4-p-no-3,E4,도장공장,34.873000,128.702100,34.879200,128.721000,1856.9,7.43
2dock-s-no-1,2dock,e4-p-no-4,E4,도장공장,34.873000,128.702100,34.879400,128.719800,1764.6,7.06
2dock-s-no-1,2dock,e4-p-no-5,E4,도장공장,34.873000,128.702100,34.879100,128.718700,1659.3,6.64
2dock-s-no-1,2dock,e4-p-no-6,E4,도장공장,34.873000,128.702100,34.879500,128.719300,1727.6,6.91
2dock-s-no-1,2dock,e4-p-no-7,E4,도장공장,34.873000,128.702100,34.879800,128.719900,1791.3,7.17
2dock-s-no-1,2dock,e4-p-no-8,E4,도장공장,34.873000,128.702100,34.880300,128.720700,1881,7.52
2dock-s-no-1,2dock,e4-p-no-9,E4,도장공장,34.873000,128.702100,34.880300,128.718500,1702.1,6.81
2dock-s-no-1,2dock,e4-f-no-1,E4,의장공장,34.873000,128.702100,34.874400,128.719000,1549.6,6.2
2dock-s-no-1,2dock,e4-f-no-2,E4,의장공장,34.873000,128.702100,34.874500,128.719200,1568.9,6.28
2dock-s-no-1,2dock,e4-f-no-3,E4,의장공장,34.873000,128.702100,34.874700,128.719200,1571.4,6.29
2dock-s-no-1,2dock,e4-f-no-4,E4,의장공장,34.873000,128.702100,34.874800,128.719200,1572.8,6.29
2dock-s-no-1,2dock,e4-f-no-5,E4,의장공장,34.873000,128.702100,34.875200,128.719500,1606.1,6.42
2dock-s-no-2,2dock,1dock-P-no-1,1dock,도장공장,34.873100,128.704000,34.869100,128.693200,1081,4.32
2dock-s-no-2,2dock,1dock-P-no-2,1dock,도장공장,34.873100,128.704000,34.870500,128.693100,1035.5,4.14
2dock-s-no-2,2dock,1dock-P-no-3,1dock,도장공장,34.873100,128.704000,34.871100,128.692400,1081.3,4.33
2dock-s-no-2,2dock,1dock-P-no-4,1dock,도장공장,34.873100,128.704000,34.872100,128.694800,846.6,3.39
2dock-s-no-2,2dock,1dock-P-no-5,1dock,도장공장,34.873100,128.704000,34.872900,128.695400,784.9,3.14
2dock-s-no-2,2dock,1dock-P-no-6,1dock,도장공장,34.873100,128.704000,34.871800,128.692800,1031.9,4.13
2dock-s-no-2,2dock,1dock-P-no-7,1dock,도장공장,34.873100,128.704000,34.873500,128.694400,876.9,3.51
2dock-s-no-2,2dock,1dock-f-no-1,1dock,의장공장,34.873100,128.704000,34.876350,128.702080,401.6,1.61
2dock-s-no-2,2dock,2dock-f-no-1,1dock,의장공장,34.873100,128.704000,34.875200,128.701000,359.8,1.44
2dock-s-no-2,2dock,2dock-f-no-2,1dock,의장공장,34.873100,128.704000,34.876400,128.702300,398.4,1.59
2dock-s-no-2,2dock,2dock-P-no-1,2dock,도장공장,34.873100,128.704000,34.873900,128.705400,155.6,0.62
2dock-s-no-2,2dock,2dock-P-no-2,2dock,도장공장,34.873100,128.704000,34.874300,128.703700,136.2,0.54
2dock-s-no-2,2dock,2dock-P-no-3,2dock,도장공장,34.873100,128.704000,34.875200,128.704600,239.8,0.96
2dock-s-no-2,2dock,2dock-P-no-4,2dock,도장공장,34.873100,128.704000,34.875800,128.705300,322.8,1.29
2dock-s-no-2,2dock,2dock-P-no-5,2dock,도장공장,34.873100,128.704000,34.875400,128.706300,330.8,1.32
2dock-s-no-2,2dock,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.873100,128.704000,34.869100,128.697000,778.2,3.11
2dock-s-no-2,2dock,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.873100,128.704000,34.870600,128.696800,713.2,2.85
2dock-s-no-2,2dock,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.873100,128.704000,34.870400,128.697600,656.5,2.63
2dock-s-no-2,2dock,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.873100,128.704000,34.870700,128.697800,625.4,2.5
2dock-s-no-2,2dock,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.873100,128.704000,34.871700,128.704300,158.1,0.63
2dock-s-no-2,2dock,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.873100,128.704000,34.863100,128.706900,1143,4.57
2dock-s-no-2,2dock,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.873100,128.704000,34.863600,128.707100,1093.6,4.37
2dock-s-no-2,2dock,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.873100,128.704000,34.868800,128.706900,546.4,2.19
2dock-s-no-2,2dock,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.873100,128.704000,34.862700,128.708300,1221.1,4.88
2dock-s-no-2,2dock,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.873100,128.704000,34.862500,128.708700,1254.2,5.02
2dock-s-no-2,2dock,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.873100,128.704000,34.864200,128.708300,1064.5,4.26
2dock-s-no-2,2dock,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.873100,128.704000,34.863300,128.709900,1215.4,4.86
2dock-s-no-2,2dock,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.873100,128.704000,34.866500,128.706900,780.1,3.12
2dock-s-no-2,2dock,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.873100,128.704000,34.865700,128.708100,903.9,3.62
2dock-s-no-2,2dock,texaco-p-no-7,GBS/Texaco/E1 권역,도장공장,34.873100,128.704000,34.866900,128.708100,784.3,3.14
2dock-s-no-2,2dock,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.873100,128.704000,34.866400,128.708700,859.6,3.44
2dock-s-no-2,2dock,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.873100,128.704000,34.868700,128.706900,556.2,2.22
2dock-s-no-2,2dock,e4-p-no-1,E4,도장공장,34.873100,128.704000,34.877900,128.719500,1511.4,6.05
2dock-s-no-2,2dock,e4-p-no-2,E4,도장공장,34.873100,128.704000,34.878200,128.720000,1565.9,6.26
2dock-s-no-2,2dock,e4-p-no-3,E4,도장공장,34.873100,128.704000,34.879200,128.721000,1692.7,6.77
2dock-s-no-2,2dock,e4-p-no-4,E4,도장공장,34.873100,128.704000,34.879400,128.719800,1602.6,6.41
2dock-s-no-2,2dock,e4-p-no-5,E4,도장공장,34.873100,128.704000,34.879100,128.718700,1497.8,5.99
2dock-s-no-2,2dock,e4-p-no-6,E4,도장공장,34.873100,128.704000,34.879500,128.719300,1566.7,6.27
2dock-s-no-2,2dock,e4-p-no-7,E4,도장공장,34.873100,128.704000,34.879800,128.719900,1630.6,6.52
2dock-s-no-2,2dock,e4-p-no-8,E4,도장공장,34.873100,128.704000,34.880300,128.720700,1721,6.88
2dock-s-no-2,2dock,e4-p-no-9,E4,도장공장,34.873100,128.704000,34.880300,128.718500,1546.2,6.18
2dock-s-no-2,2dock,e4-f-no-1,E4,의장공장,34.873100,128.704000,34.874400,128.719000,1376,5.5
2dock-s-no-2,2dock,e4-f-no-2,E4,의장공장,34.873100,128.704000,34.874500,128.719200,1395.4,5.58
2dock-s-no-2,2dock,e4-f-no-3,E4,의장공장,34.873100,128.704000,34.874700,128.719200,1398,5.59
2dock-s-no-2,2dock,e4-f-no-4,E4,의장공장,34.873100,128.704000,34.874800,128.719200,1399.5,5.6
2dock-s-no-2,2dock,e4-f-no-5,E4,의장공장,34.873100,128.704000,34.875200,128.719500,1433.2,5.73
2dock-s-no-3,2dock,1dock-P-no-1,1dock,도장공장,34.872500,128.704000,34.869100,128.693200,1055.3,4.22
2dock-s-no-3,2dock,1dock-P-no-2,1dock,도장공장,34.872500,128.704000,34.870500,128.693100,1018.9,4.08
2dock-s-no-3,2dock,1dock-P-no-3,1dock,도장공장,34.872500,128.704000,34.871100,128.692400,1069.6,4.28
2dock-s-no-3,2dock,1dock-P-no-4,1dock,도장공장,34.872500,128.704000,34.872100,128.694800,840.5,3.36
2dock-s-no-3,2dock,1dock-P-no-5,1dock,도장공장,34.872500,128.704000,34.872900,128.695400,785.8,3.14
2dock-s-no-3,2dock,1dock-P-no-6,1dock,도장공장,34.872500,128.704000,34.871800,128.692800,1024.7,4.1
2dock-s-no-3,2dock,1dock-P-no-7,1dock,도장공장,34.872500,128.704000,34.873500,128.694400,882.8,3.53
2dock-s-no-3,2dock,1dock-f-no-1,1dock,의장공장,34.872500,128.704000,34.876350,128.702080,462.5,1.85
2dock-s-no-3,2dock,2dock-f-no-1,1dock,의장공장,34.872500,128.704000,34.875200,128.701000,406.2,1.62
2dock-s-no-3,2dock,2dock-f-no-2,1dock,의장공장,34.872500,128.704000,34.876400,128.702300,460.6,1.84
2dock-s-no-3,2dock,2dock-P-no-1,2dock,도장공장,34.872500,128.704000,34.873900,128.705400,201.4,0.81
2dock-s-no-3,2dock,2dock-P-no-2,2dock,도장공장,34.872500,128.704000,34.874300,128.703700,202,0.81
2dock-s-no-3,2dock,2dock-P-no-3,2dock,도장공장,34.872500,128.704000,34.875200,128.704600,305.2,1.22
2dock-s-no-3,2dock,2dock-P-no-4,2dock,도장공장,34.872500,128.704000,34.875800,128.705300,385.6,1.54
2dock-s-no-3,2dock,2dock-P-no-5,2dock,도장공장,34.872500,128.704000,34.875400,128.706300,384.7,1.54
2dock-s-no-3,2dock,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.872500,128.704000,34.869100,128.697000,742.1,2.97
2dock-s-no-3,2dock,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.872500,128.704000,34.870600,128.696800,690,2.76
2dock-s-no-3,2dock,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.872500,128.704000,34.870400,128.697600,628.8,2.52
2dock-s-no-3,2dock,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.872500,128.704000,34.870700,128.697800,600,2.4
2dock-s-no-3,2dock,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.872500,128.704000,34.871700,128.704300,93.1,0.37
2dock-s-no-3,2dock,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.872500,128.704000,34.863100,128.706900,1078.2,4.31
2dock-s-no-3,2dock,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.872500,128.704000,34.863600,128.707100,1029.2,4.12
2dock-s-no-3,2dock,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.872500,128.704000,34.868800,128.706900,489.1,1.96
2dock-s-no-3,2dock,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.872500,128.704000,34.862700,128.708300,1158.2,4.63
2dock-s-no-3,2dock,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.872500,128.704000,34.862500,128.708700,1191.8,4.77
2dock-s-no-3,2dock,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.872500,128.704000,34.864200,128.708300,1002.8,4.01
2dock-s-no-3,2dock,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.872500,128.704000,34.863300,128.709900,1155.9,4.62
2dock-s-no-3,2dock,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.872500,128.704000,34.866500,128.706900,717.7,2.87
2dock-s-no-3,2dock,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.872500,128.704000,34.865700,128.708100,843.6,3.37
2dock-s-no-3,2dock,texaco-p-no-7,GBS/Texaco/E1 권역,도장공장,34.872500,128.704000,34.866900,128.708100,726.4,2.91
2dock-s-no-3,2dock,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.872500,128.704000,34.866400,128.708700,802.4,3.21
2dock-s-no-3,2dock,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.872500,128.704000,34.868700,128.706900,498.5,1.99
2dock-s-no-3,2dock,e4-p-no-1,E4,도장공장,34.872500,128.704000,34.877900,128.719500,1536.2,6.14
2dock-s-no-3,2dock,e4-p-no-2,E4,도장공장,34.872500,128.704000,34.878200,128.720000,1591.3,6.37
2dock-s-no-3,2dock,e4-p-no-3,E4,도장공장,34.872500,128.704000,34.879200,128.721000,1720.5,6.88
2dock-s-no-3,2dock,e4-p-no-4,E4,도장공장,34.872500,128.704000,34.879400,128.719800,1632.9,6.53
2dock-s-no-3,2dock,e4-p-no-5,E4,도장공장,34.872500,128.704000,34.879100,128.718700,1528.7,6.11
2dock-s-no-3,2dock,e4-p-no-6,E4,도장공장,34.872500,128.704000,34.879500,128.719300,1598.1,6.39
2dock-s-no-3,2dock,e4-p-no-7,E4,도장공장,34.872500,128.704000,34.879800,128.719900,1662.2,6.65
2dock-s-no-3,2dock,e4-p-no-8,E4,도장공장,34.872500,128.704000,34.880300,128.720700,1753.1,7.01
2dock-s-no-3,2dock,e4-p-no-9,E4,도장공장,34.872500,128.704000,34.880300,128.718500,1581.8,6.33
2dock-s-no-3,2dock,e4-f-no-1,E4,의장공장,34.872500,128.704000,34.874400,128.719000,1384.6,5.54
2dock-s-no-3,2dock,e4-f-no-2,E4,의장공장,34.872500,128.704000,34.874500,128.719200,1404.4,5.62
2dock-s-no-3,2dock,e4-f-no-3,E4,의장공장,34.872500,128.704000,34.874700,128.719200,1408.1,5.63
2dock-s-no-3,2dock,e4-f-no-4,E4,의장공장,34.872500,128.704000,34.874800,128.719200,1410,5.64
2dock-s-no-3,2dock,e4-f-no-5,E4,의장공장,34.872500,128.704000,34.875200,128.719500,1445.5,5.78
2dock-s-no-4,2dock,1dock-P-no-1,1dock,도장공장,34.876500,128.707000,34.869100,128.693200,1504,6.02
2dock-s-no-4,2dock,1dock-P-no-2,1dock,도장공장,34.876500,128.707000,34.870500,128.693100,1432.9,5.73
2dock-s-no-4,2dock,1dock-P-no-3,1dock,도장공장,34.876500,128.707000,34.871100,128.692400,1461,5.84
2dock-s-no-4,2dock,1dock-P-no-4,1dock,도장공장,34.876500,128.707000,34.872100,128.694800,1215.8,4.86
2dock-s-no-4,2dock,1dock-P-no-5,1dock,도장공장,34.876500,128.707000,34.872900,128.695400,1131.4,4.53
2dock-s-no-4,2dock,1dock-P-no-6,1dock,도장공장,34.876500,128.707000,34.871800,128.692800,1396.9,5.59
2dock-s-no-4,2dock,1dock-P-no-7,1dock,도장공장,34.876500,128.707000,34.873500,128.694400,1196.9,4.79
2dock-s-no-4,2dock,1dock-f-no-1,1dock,의장공장,34.876500,128.707000,34.876350,128.702080,449.1,1.8
2dock-s-no-4,2dock,2dock-f-no-1,1dock,의장공장,34.876500,128.707000,34.875200,128.701000,566.1,2.26
2dock-s-no-4,2dock,2dock-f-no-2,1dock,의장공장,34.876500,128.707000,34.876400,128.702300,428.9,1.72
2dock-s-no-4,2dock,2dock-P-no-1,2dock,도장공장,34.876500,128.707000,34.873900,128.705400,323.9,1.3
2dock-s-no-4,2dock,2dock-P-no-2,2dock,도장공장,34.876500,128.707000,34.874300,128.703700,387.9,1.55
2dock-s-no-4,2dock,2dock-P-no-3,2dock,도장공장,34.876500,128.707000,34.875200,128.704600,262.4,1.05
2dock-s-no-4,2dock,2dock-P-no-4,2dock,도장공장,34.876500,128.707000,34.875800,128.705300,173.5,0.69
2dock-s-no-4,2dock,2dock-P-no-5,2dock,도장공장,34.876500,128.707000,34.875400,128.706300,138,0.55
2dock-s-no-4,2dock,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.876500,128.707000,34.869100,128.697000,1228.5,4.91
2dock-s-no-4,2dock,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.876500,128.707000,34.870600,128.696800,1138.5,4.55
2dock-s-no-4,2dock,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.876500,128.707000,34.870400,128.697600,1093.4,4.37
2dock-s-no-4,2dock,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.876500,128.707000,34.870700,128.697800,1058.5,4.23
2dock-s-no-4,2dock,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.876500,128.707000,34.871700,128.704300,587.8,2.35
2dock-s-no-4,2dock,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.876500,128.707000,34.863100,128.706900,1490,5.96
2dock-s-no-4,2dock,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.876500,128.707000,34.863600,128.707100,1434.4,5.74
2dock-s-no-4,2dock,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.876500,128.707000,34.868800,128.706900,856.2,3.42
2dock-s-no-4,2dock,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.876500,128.707000,34.862700,128.708300,1539.1,6.16
2dock-s-no-4,2dock,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.876500,128.707000,34.862500,128.708700,1564.4,6.26
2dock-s-no-4,2dock,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.876500,128.707000,34.864200,128.708300,1372.8,5.49
2dock-s-no-4,2dock,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.876500,128.707000,34.863300,128.709900,1491.4,5.97
2dock-s-no-4,2dock,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.876500,128.707000,34.866500,128.706900,1112,4.45
2dock-s-no-4,2dock,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.876500,128.707000,34.865700,128.708100,1205.1,4.82
2dock-s-no-4,2dock,texaco-p-no-7,GBS/Texaco/E1 권역,도장공장,34.876500,128.707000,34.866900,128.708100,1072.2,4.29
2dock-s-no-4,2dock,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.876500,128.707000,34.866400,128.708700,1133.7,4.53
2dock-s-no-4,2dock,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.876500,128.707000,34.868700,128.706900,867.4,3.47
2dock-s-no-4,2dock,e4-p-no-1,E4,도장공장,34.876500,128.707000,34.877900,128.719500,1150.9,4.6
2dock-s-no-4,2dock,e4-p-no-2,E4,도장공장,34.876500,128.707000,34.878200,128.720000,1200.9,4.8
2dock-s-no-4,2dock,e4-p-no-3,E4,도장공장,34.876500,128.707000,34.879200,128.721000,1312,5.25
2dock-s-no-4,2dock,e4-p-no-4,E4,도장공장,34.876500,128.707000,34.879400,128.719800,1211.4,4.85
2dock-s-no-4,2dock,e4-p-no-5,E4,도장공장,34.876500,128.707000,34.879100,128.718700,1105.8,4.42
2dock-s-no-4,2dock,e4-p-no-6,E4,도장공장,34.876500,128.707000,34.879500,128.719300,1170.6,4.68
2dock-s-no-4,2dock,e4-p-no-7,E4,도장공장,34.876500,128.707000,34.879800,128.719900,1232.7,4.93
2dock-s-no-4,2dock,e4-p-no-8,E4,도장공장,34.876500,128.707000,34.880300,128.720700,1319.3,5.28
2dock-s-no-4,2dock,e4-p-no-9,E4,도장공장,34.876500,128.707000,34.880300,128.718500,1131,4.52
2dock-s-no-4,2dock,e4-f-no-1,E4,의장공장,34.876500,128.707000,34.874400,128.719000,1119.4,4.48
2dock-s-no-4,2dock,e4-f-no-2,E4,의장공장,34.876500,128.707000,34.874500,128.719200,1135,4.54
2dock-s-no-4,2dock,e4-f-no-3,E4,의장공장,34.876500,128.707000,34.874700,128.719200,1130.8,4.52
2dock-s-no-4,2dock,e4-f-no-4,E4,의장공장,34.876500,128.707000,34.874800,128.719200,1128.9,4.52
2dock-s-no-4,2dock,e4-f-no-5,E4,의장공장,34.876500,128.707000,34.875200,128.719500,1149.5,4.6
wharf-s-no-1,내업/하역안벽 권역,1dock-P-no-1,1dock,도장공장,34.871700,128.704800,34.869100,128.693200,1097,4.39
wharf-s-no-1,내업/하역안벽 권역,1dock-P-no-2,1dock,도장공장,34.871700,128.704800,34.870500,128.693100,1075.7,4.3
wharf-s-no-1,내업/하역안벽 권역,1dock-P-no-3,1dock,도장공장,34.871700,128.704800,34.871100,128.692400,1133.2,4.53
wharf-s-no-1,내업/하역안벽 권역,1dock-P-no-4,1dock,도장공장,34.871700,128.704800,34.872100,128.694800,913.4,3.65
wharf-s-no-1,내업/하역안벽 권역,1dock-P-no-5,1dock,도장공장,34.871700,128.704800,34.872900,128.695400,867.9,3.47
wharf-s-no-1,내업/하역안벽 권역,1dock-P-no-6,1dock,도장공장,34.871700,128.704800,34.871800,128.692800,1094.8,4.38
wharf-s-no-1,내업/하역안벽 권역,1dock-P-no-7,1dock,도장공장,34.871700,128.704800,34.873500,128.694400,969.6,3.88
wharf-s-no-1,내업/하역안벽 권역,1dock-f-no-1,1dock,의장공장,34.871700,128.704800,34.876350,128.702080,573.5,2.29
wharf-s-no-1,내업/하역안벽 권역,2dock-f-no-1,1dock,의장공장,34.871700,128.704800,34.875200,128.701000,521.2,2.08
wharf-s-no-1,내업/하역안벽 권역,2dock-f-no-2,1dock,의장공장,34.871700,128.704800,34.876400,128.702300,570.2,2.28
wharf-s-no-1,내업/하역안벽 권역,2dock-P-no-1,2dock,도장공장,34.871700,128.704800,34.873900,128.705400,250.7,1
wharf-s-no-1,내업/하역안벽 권역,2dock-P-no-2,2dock,도장공장,34.871700,128.704800,34.874300,128.703700,306,1.22
wharf-s-no-1,내업/하역안벽 권역,2dock-P-no-3,2dock,도장공장,34.871700,128.704800,34.875200,128.704600,389.6,1.56
wharf-s-no-1,내업/하역안벽 권역,2dock-P-no-4,2dock,도장공장,34.871700,128.704800,34.875800,128.705300,458.2,1.83
wharf-s-no-1,내업/하역안벽 권역,2dock-P-no-5,2dock,도장공장,34.871700,128.704800,34.875400,128.706300,433.6,1.73
wharf-s-no-1,내업/하역안벽 권역,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.871700,128.704800,34.869100,128.697000,768.1,3.07
wharf-s-no-1,내업/하역안벽 권역,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.871700,128.704800,34.870600,128.696800,740,2.96
wharf-s-no-1,내업/하역안벽 권역,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.871700,128.704800,34.870400,128.697600,672.6,2.69
wharf-s-no-1,내업/하역안벽 권역,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.871700,128.704800,34.870700,128.697800,648.2,2.59
wharf-s-no-1,내업/하역안벽 권역,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.871700,128.704800,34.871700,128.704300,45.6,0.18
wharf-s-no-1,내업/하역안벽 권역,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.871700,128.704800,34.863100,128.706900,975.3,3.9
wharf-s-no-1,내업/하역안벽 권역,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.871700,128.704800,34.863600,128.707100,924.8,3.7
wharf-s-no-1,내업/하역안벽 권역,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.871700,128.704800,34.868800,128.706900,375.1,1.5
wharf-s-no-1,내업/하역안벽 권역,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.871700,128.704800,34.862700,128.708300,1050.5,4.2
wharf-s-no-1,내업/하역안벽 권역,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.871700,128.704800,34.862500,128.708700,1083.1,4.33
wharf-s-no-1,내업/하역안벽 권역,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.871700,128.704800,34.864200,128.708300,893,3.57
wharf-s-no-1,내업/하역안벽 권역,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.871700,128.704800,34.863300,128.709900,1043.5,4.17
wharf-s-no-1,내업/하역안벽 권역,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.871700,128.704800,34.866500,128.706900,609.1,2.44
wharf-s-no-1,내업/하역안벽 권역,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.871700,128.704800,34.865700,128.708100,731.9,2.93
wharf-s-no-1,내업/하역안벽 권역,texaco-p-no-7,GBS/Texaco/E1 권역,도장공장,34.871700,128.704800,34.866900,128.708100,612.8,2.45
wharf-s-no-1,내업/하역안벽 권역,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.871700,128.704800,34.866400,128.708700,688.4,2.75
wharf-s-no-1,내업/하역안벽 권역,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.871700,128.704800,34.868700,128.706900,384.7,1.54
wharf-s-no-1,내업/하역안벽 권역,e4-p-no-1,E4,도장공장,34.871700,128.704800,34.877900,128.719500,1507.9,6.03
wharf-s-no-1,내업/하역안벽 권역,e4-p-no-2,E4,도장공장,34.871700,128.704800,34.878200,128.720000,1563.7,6.25
wharf-s-no-1,내업/하역안벽 권역,e4-p-no-3,E4,도장공장,34.871700,128.704800,34.879200,128.721000,1696.9,6.79
wharf-s-no-1,내업/하역안벽 권역,e4-p-no-4,E4,도장공장,34.871700,128.704800,34.879400,128.719800,1614.2,6.46
wharf-s-no-1,내업/하역안벽 권역,e4-p-no-5,E4,도장공장,34.871700,128.704800,34.879100,128.718700,1511.6,6.05
wharf-s-no-1,내업/하역안벽 권역,e4-p-no-6,E4,도장공장,34.871700,128.704800,34.879500,128.719300,1581.8,6.33
wharf-s-no-1,내업/하역안벽 권역,e4-p-no-7,E4,도장공장,34.871700,128.704800,34.879800,128.719900,1645.8,6.58
wharf-s-no-1,내업/하역안벽 권역,e4-p-no-8,E4,도장공장,34.871700,128.704800,34.880300,128.720700,1737.4,6.95
wharf-s-no-1,내업/하역안벽 권역,e4-p-no-9,E4,도장공장,34.871700,128.704800,34.880300,128.718500,1573.7,6.29
wharf-s-no-1,내업/하역안벽 권역,e4-f-no-1,E4,의장공장,34.871700,128.704800,34.874400,128.719000,1329.8,5.32
wharf-s-no-1,내업/하역안벽 권역,e4-f-no-2,E4,의장공장,34.871700,128.704800,34.874500,128.719200,1350.1,5.4
wharf-s-no-1,내업/하역안벽 권역,e4-f-no-3,E4,의장공장,34.871700,128.704800,34.874700,128.719200,1355.4,5.42
wharf-s-no-1,내업/하역안벽 권역,e4-f-no-4,E4,의장공장,34.871700,128.704800,34.874800,128.719200,1358.1,5.43
wharf-s-no-1,내업/하역안벽 권역,e4-f-no-5,E4,의장공장,34.871700,128.704800,34.875200,128.719500,1396.4,5.59
texaco-s-no-1,GBS/Texaco/E1 권역,1dock-P-no-1,1dock,도장공장,34.867900,128.706800,34.869100,128.693200,1247.8,4.99
texaco-s-no-1,GBS/Texaco/E1 권역,1dock-P-no-2,1dock,도장공장,34.867900,128.706800,34.870500,128.693100,1282.8,5.13
texaco-s-no-1,GBS/Texaco/E1 권역,1dock-P-no-3,1dock,도장공장,34.867900,128.706800,34.871100,128.692400,1361,5.44
texaco-s-no-1,GBS/Texaco/E1 권역,1dock-P-no-4,1dock,도장공장,34.867900,128.706800,34.872100,128.694800,1190.2,4.76
texaco-s-no-1,GBS/Texaco/E1 권역,1dock-P-no-5,1dock,도장공장,34.867900,128.706800,34.872900,128.695400,1179.3,4.72
texaco-s-no-1,GBS/Texaco/E1 권역,1dock-P-no-6,1dock,도장공장,34.867900,128.706800,34.871800,128.692800,1348.8,5.4
texaco-s-no-1,GBS/Texaco/E1 권역,1dock-P-no-7,1dock,도장공장,34.867900,128.706800,34.873500,128.694400,1291.3,5.17
texaco-s-no-1,GBS/Texaco/E1 권역,1dock-f-no-1,1dock,의장공장,34.867900,128.706800,34.876350,128.702080,1033.6,4.13
texaco-s-no-1,GBS/Texaco/E1 권역,2dock-f-no-1,1dock,의장공장,34.867900,128.706800,34.875200,128.701000,968.9,3.88
